Batch,Para1,Para2,Para3,Para4,Para5
364.0,0.008241758241758242,0.0027472527472527475,0.01098901098901099,0.005494505494505495,0.013736263736263736
365.0,0.00821917808219178,0.0027397260273972603,0.010958904109589041,0.005479452054794521,0.0136986301369863
366.0,0.00819672131147541,0.00273224043715847,0.01092896174863388,0.00546448087431694,0.01366120218579235
367.0,0.008174386920980926,0.0027247956403269754,0.010899182561307902,0.005449591280653951,0.013623978201634877
368.0,0.008152173913043478,0.002717391304347826,0.010869565217391304,0.005434782608695652,0.01358695652173913
369.0,0.008130081300813009,0.0027100271002710027,0.01084010840108401,0.005420054200542005,0.013550135501355014
370.0,0.008108108108108109,0.002702702702702703,0.010810810810810811,0.005405405405405406,0.013513513513513514
371.0,0.008086253369272238,0.0026954177897574125,0.01078167115902965,0.005390835579514825,0.013477088948787063
372.0,0.008064516129032258,0.002688172043010753,0.010752688172043012,0.005376344086021506,0.013440860215053764
373.0,0.00804289544235925,0.002680965147453083,0.010723860589812333,0.005361930294906166,0.013404825737265416
374.0,0.008021390374331552,0.00267379679144385,0.0106951871657754,0.0053475935828877,0.013368983957219251
375.0,0.008,0.0026666666666666666,0.010666666666666666,0.005333333333333333,0.013333333333333334
376.0,0.007978723404255319,0.0026595744680851063,0.010638297872340425,0.005319148936170213,0.013297872340425532
377.0,0.007957559681697613,0.002652519893899204,0.010610079575596816,0.005305039787798408,0.013262599469496022
378.0,0.007936507936507936,0.0026455026455026454,0.010582010582010581,0.005291005291005291,0.013227513227513227
379.0,0.0079155672823219,0.002638522427440633,0.010554089709762533,0.005277044854881266,0.013192612137203167
380.0,0.007894736842105263,0.002631578947368421,0.010526315789473684,0.005263157894736842,0.013157894736842105
381.0,0.007874015748031496,0.0026246719160104987,0.010498687664041995,0.005249343832020997,0.013123359580052493
382.0,0.007853403141361256,0.002617801047120419,0.010471204188481676,0.005235602094240838,0.013089005235602094
383.0,0.007832898172323759,0.0026109660574412533,0.010443864229765013,0.005221932114882507,0.013054830287206266
384.0,0.0078125,0.0026041666666666665,0.010416666666666666,0.005208333333333333,0.013020833333333334
385.0,0.007792207792207792,0.0025974025974025974,0.01038961038961039,0.005194805194805195,0.012987012987012988
386.0,0.007772020725388601,0.0025906735751295338,0.010362694300518135,0.0051813471502590676,0.012953367875647668
